Text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,cleaned_text,tokens
Forgiveness is the fragrance of the heart.,0.6136363636363635,0.7446808510638299,0.7142857142857143,0.744186046511628,0.3417721518987341,forgiveness fragrance heart,"['forgiveness', 'fragrance', 'heart']"
Fear is a cage for the spirit.,0.3636363636363636,0.7021276595744681,0.4444444444444444,0.6046511627906977,0.7721518987341771,fear cage spirit,"['fear', 'cage', 'spirit']"
Curiosity is the compass of a true explorer.,0.7727272727272727,0.5744680851063829,0.8095238095238094,0.6744186046511628,0.2784810126582278,curiosity compass true explorer,"['curiosity', 'compass', 'true', 'explorer']"
Attention to detail crafts masterpieces.,0.4545454545454544,0.851063829787234,0.5396825396825397,0.6976744186046512,0.48101265822784806,attention detail crafts masterpieces,"['attention', 'detail', 'craft', 'masterpiece']"
Unbridled joy knows no stranger.,0.7272727272727273,0.23404255319148937,0.9206349206349206,0.5813953488372093,0.22784810126582275,unbridled joy knows stranger,"['unbridled', 'joy', 'know', 'stranger']"
Benevolence is the true measure of greatness.,0.6363636363636362,0.7659574468085106,0.7301587301587301,0.7209302325581395,0.3291139240506329,benevolence true measure greatness,"['benevolence', 'true', 'measure', 'greatness']"
Despair is the fruit of neglected anxieties.,0.3863636363636363,0.7234042553191489,0.42857142857142855,0.627906976744186,0.7468354430379747,despair fruit neglected anxieties,"['despair', 'fruit', 'neglected', 'anxiety']"
Discovery awaits the audacious.,0.75,0.5957446808510638,0.8253968253968254,0.6511627906976744,0.26582278481012656,discovery awaits audacious,"['discovery', 'awaits', 'audacious']"
Perfectionism is the silent killer of joy.,0.47727272727272724,0.8723404255319148,0.5555555555555556,0.7209302325581395,0.4683544303797468,perfectionism silent killer joy,"['perfectionism', 'silent', 'killer', 'joy']"
Bubbling enthusiasm is a magnet for smiles.,0.75,0.21276595744680848,0.9365079365079365,0.5581395348837209,0.2151898734177215,bubbling enthusiasm magnet smiles,"['bubbling', 'enthusiasm', 'magnet', 'smile']"
Graciousness is the soul's nobility.,0.6590909090909092,0.7872340425531916,0.746031746031746,0.6976744186046512,0.3164556962025316,graciousness souls nobility,"['graciousness', 'soul', 'nobility']"
Gloom is the echo of unchallenged fears.,0.4090909090909091,0.7446808510638299,0.4126984126984127,0.6511627906976744,0.7341772151898733,gloom echo unchallenged fears,"['gloom', 'echo', 'unchallenged', 'fear']"
Adventure writes the script of youth.,0.7272727272727273,0.6170212765957447,0.8412698412698412,0.627906976744186,0.2531645569620253,adventure writes script youth,"['adventure', 'writes', 'script', 'youth']"
Meticulousness weaves dreams into realities.,0.49999999999999994,0.8936170212765958,0.5714285714285714,0.744186046511628,0.4556962025316455,meticulousness weaves dreams realities,"['meticulousness', 'weave', 'dream', 'reality']"
Unfettered gaiety draws hearts together.,0.7727272727272727,0.19148936170212771,0.9523809523809523,0.5348837209302325,0.20253164556962022,unfettered gaiety draws hearts together,"['unfettered', 'gaiety', 'draw', 'heart', 'together']"
Kindness is the universal language.,0.6818181818181817,0.8085106382978724,0.7619047619047619,0.6744186046511628,0.30379746835443033,kindness universal language,"['kindness', 'universal', 'language']"
Angst is the fog over life's landscape.,0.4318181818181818,0.7659574468085106,0.3968253968253968,0.6744186046511628,0.721518987341772,angst fog lifes landscape,"['angst', 'fog', 'life', 'landscape']"
The brave do not fear the unknown.,0.7045454545454546,0.6382978723404256,0.8571428571428572,0.6046511627906977,0.240506329113924,brave fear unknown,"['brave', 'fear', 'unknown']"
Diligence is the master key to achievement.,0.5227272727272727,0.8297872340425532,0.5873015873015873,0.7674418604651163,0.4430379746835442,diligence master key achievement,"['diligence', 'master', 'key', 'achievement']"
Radiant cheerfulness is a beacon of hope.,0.7954545454545454,0.17021276595744683,0.9047619047619048,0.5116279069767442,0.18987341772151894,radiant cheerfulness beacon hope,"['radiant', 'cheerfulness', 'beacon', 'hope']"
Universal love knows no prejudice.,0.7045454545454546,0.8297872340425532,0.7777777777777777,0.6511627906976744,0.2911392405063291,universal love knows prejudice,"['universal', 'love', 'know', 'prejudice']"
Melancholy is the quicksand of the soul.,0.4545454545454544,0.7872340425531916,0.38095238095238093,0.6976744186046512,0.7088607594936709,melancholy quicksand soul,"['melancholy', 'quicksand', 'soul']"
The uncharted thrills the heart.,0.6818181818181817,0.6595744680851063,0.8730158730158729,0.5813953488372093,0.22784810126582275,uncharted thrills heart,"['uncharted', 'thrill', 'heart']"
Uncompromising thoroughness is the father of success.,0.5454545454545454,0.851063829787234,0.603174603174603,0.7906976744186047,0.430379746835443,uncompromising thoroughness father success,"['uncompromising', 'thoroughness', 'father', 'success']"
Effervescent joy is irresistibly magnetic.,0.8181818181818183,0.14893617021276595,0.9206349206349206,0.4883720930232559,0.1772151898734177,effervescent joy irresistibly magnetic,"['effervescent', 'joy', 'irresistibly', 'magnetic']"
Humanity blooms in unreserved kindness.,0.7272727272727273,0.851063829787234,0.7936507936507936,0.627906976744186,0.2784810126582278,humanity blooms unreserved kindness,"['humanity', 'bloom', 'unreserved', 'kindness']"
Sorrow is the shadow of unquenched anxiety.,0.47727272727272724,0.8085106382978724,0.36507936507936506,0.7209302325581395,0.6962025316455696,sorrow shadow unquenched anxiety,"['sorrow', 'shadow', 'unquenched', 'anxiety']"
Unknown realms beckon the bold.,0.6590909090909092,0.6808510638297872,0.8888888888888887,0.5581395348837209,0.2151898734177215,unknown realms beckon bold,"['unknown', 'realm', 'beckon', 'bold']"
Unyielding discipline molds legends.,0.5681818181818181,0.8723404255319148,0.6190476190476191,0.8139534883720931,0.4177215189873417,unyielding discipline molds legends,"['unyielding', 'discipline', 'mold', 'legend']"
Uncontainable mirth lights up lives.,0.8409090909090908,0.12765957446808512,0.9365079365079365,0.4651162790697675,0.16455696202531644,uncontainable mirth lights lives,"['uncontainable', 'mirth', 'light', 'life']"
Boundless compassion is mankind's hope.,0.75,0.8723404255319148,0.8095238095238094,0.6046511627906977,0.26582278481012656,boundless compassion mankinds hope,"['boundless', 'compassion', 'mankind', 'hope']"
Desolation is the offspring of ignored worries.,0.49999999999999994,0.8297872340425532,0.3492063492063492,0.744186046511628,0.6835443037974682,desolation offspring ignored worries,"['desolation', 'offspring', 'ignored', 'worry']"
Courage charts the maps of the future.,0.6363636363636362,0.7021276595744681,0.9047619047619048,0.5348837209302325,0.20253164556962022,courage charts maps future,"['courage', 'chart', 'map', 'future']"
Relentless pursuit turns visions into existence.,0.5909090909090908,0.8936170212765958,0.6349206349206349,0.8372093023255813,0.40506329113924044,relentless pursuit turns visions existence,"['relentless', 'pursuit', 'turn', 'vision', 'existence']"
Unrestrained happiness is a symphony of souls.,0.7727272727272727,0.10638297872340424,0.9523809523809523,0.4418604651162791,0.15189873417721517,unrestrained happiness symphony souls,"['unrestrained', 'happiness', 'symphony', 'soul']"
Magnanimity is the crown of the spirit.,0.7727272727272727,0.8936170212765958,0.8253968253968254,0.5813953488372093,0.2531645569620253,magnanimity crown spirit,"['magnanimity', 'crown', 'spirit']"
Dread is the whisper of unmet challenges.,0.5227272727272727,0.851063829787234,0.33333333333333337,0.7674418604651163,0.6708860759493669,dread whisper unmet challenges,"['dread', 'whisper', 'unmet', 'challenge']"
Dreamers are the architects of wonder.,0.6136363636363635,0.7234042553191489,0.9206349206349206,0.5116279069767442,0.18987341772151894,dreamers architects wonder,"['dreamer', 'architect', 'wonder']"
Resolute consistency is the alchemist of greatness.,0.6136363636363635,0.9148936170212766,0.6507936507936507,0.8604651162790697,0.39240506329113917,resolute consistency alchemist greatness,"['resolute', 'consistency', 'alchemist', 'greatness']"
Boundless delight knows no solitude.,0.75,0.08510638297872344,0.8888888888888887,0.41860465116279066,0.15189873417721517,boundless delight knows solitude,"['boundless', 'delight', 'know', 'solitude']"
Supreme benevolence is the pulse of existence.,0.7954545454545454,0.8297872340425532,0.8412698412698412,0.5581395348837209,0.240506329113924,supreme benevolence pulse existence,"['supreme', 'benevolence', 'pulse', 'existence']"
Despondency is the mirror of neglected stress.,0.5454545454545454,0.8723404255319148,0.31746031746031744,0.7906976744186047,0.6582278481012658,despondency mirror neglected stress,"['despondency', 'mirror', 'neglected', 'stress']"
The valiant savor the taste of the undiscovered.,0.5909090909090908,0.7446808510638299,0.9365079365079365,0.4883720930232559,0.1772151898734177,valiant savor taste undiscovered,"['valiant', 'savor', 'taste', 'undiscovered']"
Inflexible perfection is the adversary of creativity.,0.6363636363636362,0.7659574468085106,0.6666666666666666,0.8837209302325582,0.3797468354430379,inflexible perfection adversary creativity,"['inflexible', 'perfection', 'adversary', 'creativity']"
Unceasing ecstasy is a fountain of youth.,0.7272727272727273,0.06382978723404256,0.9047619047619048,0.39534883720930236,0.1392405063291139,unceasing ecstasy fountain youth,"['unceasing', 'ecstasy', 'fountain', 'youth']"
Ultimate empathy is the essence of connection.,0.8181818181818183,0.851063829787234,0.8571428571428572,0.5348837209302325,0.22784810126582275,ultimate empathy essence connection,"['ultimate', 'empathy', 'essence', 'connection']"
Desperation is the voice of unacknowledged fear.,0.5681818181818181,0.8936170212765958,0.30158730158730157,0.8139534883720931,0.6455696202531644,desperation voice unacknowledged fear,"['desperation', 'voice', 'unacknowledged', 'fear']"
"Those who dare, author history.",0.5681818181818181,0.7659574468085106,0.9523809523809523,0.4651162790697675,0.16455696202531644,dare author history,"['dare', 'author', 'history']"
Absolute precision is the nemesis of spontaneity.,0.6590909090909092,0.7872340425531916,0.6825396825396824,0.9069767441860466,0.36708860759493667,absolute precision nemesis spontaneity,"['absolute', 'precision', 'nemesis', 'spontaneity']"
Endless euphoria is a rainbow with no end.,0.7045454545454546,0.04255319148936171,0.9206349206349206,0.37209302325581395,0.12658227848101264,endless euphoria rainbow end,"['endless', 'euphoria', 'rainbow', 'end']"
Infinite tenderness is the touch of souls.,0.8409090909090908,0.8723404255319148,0.8730158730158729,0.5116279069767442,0.2151898734177215,infinite tenderness touch souls,"['infinite', 'tenderness', 'touch', 'soul']"
Hopelessness is the echo of unaddressed angst.,0.5909090909090908,0.9148936170212766,0.2857142857142857,0.8372093023255813,0.6329113924050631,hopelessness echo unaddressed angst,"['hopelessness', 'echo', 'unaddressed', 'angst']"
Fearless hearts carve paths in untraveled lands.,0.5454545454545454,0.7872340425531916,0.8888888888888887,0.4418604651162791,0.15189873417721517,fearless hearts carve paths untraveled lands,"['fearless', 'heart', 'carve', 'path', 'untraveled', 'land']"
Unerring routine is the death of imagination.,0.6818181818181817,0.8085106382978724,0.6984126984126984,0.930232558139535,0.3544303797468354,unerring routine death imagination,"['unerring', 'routine', 'death', 'imagination']"
Perpetual bliss is an ocean with no shores.,0.6818181818181817,0.021276595744680882,0.9365079365079365,0.34883720930232565,0.11392405063291138,perpetual bliss ocean shores,"['perpetual', 'bliss', 'ocean', 'shore']"
Profound love is the unity of spirits.,0.7727272727272727,0.8936170212765958,0.8888888888888887,0.4883720930232559,0.20253164556962022,profound love unity spirits,"['profound', 'love', 'unity', 'spirit']"
Despair is the language of unsoothed pain.,0.6136363636363635,0.8297872340425532,0.2698412698412698,0.8604651162790697,0.620253164556962,despair language unsoothed pain,"['despair', 'language', 'unsoothed', 'pain']"
Boldness holds the quill that writes tomorrow.,0.5227272727272727,0.8085106382978724,0.9047619047619048,0.41860465116279066,0.1392405063291139,boldness holds quill writes tomorrow,"['boldness', 'hold', 'quill', 'writes', 'tomorrow']"
Unfaltering regularity is the shadow of invention.,0.7045454545454546,0.851063829787234,0.7142857142857143,0.8372093023255813,0.3417721518987341,unfaltering regularity shadow invention,"['unfaltering', 'regularity', 'shadow', 'invention']"
Unending joy is the sky with no horizon.,0.6590909090909092,0.0,0.9523809523809523,0.32558139534883723,0.10126582278481011,unending joy sky horizon,"['unending', 'joy', 'sky', 'horizon']"
Deep understanding is the meeting of hearts.,0.75,0.9148936170212766,0.9047619047619048,0.4651162790697675,0.18987341772151894,deep understanding meeting hearts,"['deep', 'understanding', 'meeting', 'heart']"
Change is the playground of the brave.,0.6818181818181817,0.6595744680851063,0.8730158730158729,0.5116279069767442,0.22784810126582275,change playground brave,"['change', 'playground', 'brave']"
Precision nurtures the tree of success.,0.4318181818181818,0.8936170212765958,0.49206349206349204,0.7906976744186047,0.4177215189873417,precision nurtures tree success,"['precision', 'nurture', 'tree', 'success']"
Joy transcends boundaries.,0.8181818181818183,0.19148936170212771,0.8888888888888887,0.4651162790697675,0.12658227848101264,joy transcends boundaries,"['joy', 'transcends', 'boundary']"
Empathy is humanity's guiding star.,0.7727272727272727,0.7446808510638299,0.746031746031746,0.6976744186046512,0.2911392405063291,empathy humanitys guiding star,"['empathy', 'humanity', 'guiding', 'star']"
Fear is a story told by insecurities.,0.29545454545454547,0.7659574468085106,0.36507936507936506,0.6744186046511628,0.6962025316455696,fear story told insecurities,"['fear', 'story', 'told', 'insecurity']"
Explorers are the weavers of wonder.,0.7272727272727273,0.5744680851063829,0.9206349206349206,0.5581395348837209,0.18987341772151894,explorers weavers wonder,"['explorer', 'weaver', 'wonder']"
Detail is the architect of mastery.,0.49999999999999994,0.8723404255319148,0.5555555555555556,0.8139534883720931,0.40506329113924044,detail architect mastery,"['detail', 'architect', 'mastery']"
Laughter is universal music.,0.7727272727272727,0.23404255319148937,0.9365079365079365,0.4883720930232559,0.1392405063291139,laughter universal music,"['laughter', 'universal', 'music']"
Compassion is the world's heartbeat.,0.75,0.7872340425531916,0.7619047619047619,0.6511627906976744,0.2784810126582278,compassion worlds heartbeat,"['compassion', 'world', 'heartbeat']"
Worry is the shadow of doubt.,0.3181818181818182,0.8085106382978724,0.3492063492063492,0.6511627906976744,0.721518987341772,worry shadow doubt,"['worry', 'shadow', 'doubt']"
The adventurous spirit knows no limits.,0.7045454545454546,0.5957446808510638,0.9365079365079365,0.5348837209302325,0.20253164556962022,adventurous spirit knows limits,"['adventurous', 'spirit', 'know', 'limit']"
Perfection is the blueprint of excellence.,0.5227272727272727,0.851063829787234,0.5714285714285714,0.8372093023255813,0.39240506329113917,perfection blueprint excellence,"['perfection', 'blueprint', 'excellence']"
Smiles are the currency of joy.,0.7272727272727273,0.2553191489361702,0.9523809523809523,0.5116279069767442,0.15189873417721517,smiles currency joy,"['smile', 'currency', 'joy']"
Love is the key to unity.,0.7045454545454546,0.8085106382978724,0.7777777777777777,0.627906976744186,0.26582278481012656,love key unity,"['love', 'key', 'unity']"
Anxiety is the echo of uncertainty.,0.3409090909090909,0.8297872340425532,0.33333333333333337,0.627906976744186,0.7341772151898733,anxiety echo uncertainty,"['anxiety', 'echo', 'uncertainty']"
Daring minds illuminate the path of progress.,0.6818181818181817,0.6170212765957447,0.9047619047619048,0.5813953488372093,0.2151898734177215,daring minds illuminate path progress,"['daring', 'mind', 'illuminate', 'path', 'progress']"
Impeccability is the mother of achievement.,0.5454545454545454,0.8297872340425532,0.5873015873015873,0.8604651162790697,0.3797468354430379,impeccability mother achievement,"['impeccability', 'mother', 'achievement']"
Happiness is the language of souls.,0.7045454545454546,0.2553191489361702,0.9206349206349206,0.5348837209302325,0.16455696202531644,happiness language souls,"['happiness', 'language', 'soul']"
Generosity is the essence of humanity.,0.6818181818181817,0.8297872340425532,0.7936507936507936,0.6046511627906977,0.2531645569620253,generosity essence humanity,"['generosity', 'essence', 'humanity']"
Stress is the burden of the unresolved.,0.3636363636363636,0.851063829787234,0.31746031746031744,0.6046511627906977,0.7468354430379747,stress burden unresolved,"['stress', 'burden', 'unresolved']"
Courage is the voice of adventure.,0.6590909090909092,0.6382978723404256,0.8888888888888887,0.6046511627906977,0.22784810126582275,courage voice adventure,"['courage', 'voice', 'adventure']"
Thoroughness is the foundation of greatness.,0.5681818181818181,0.8085106382978724,0.603174603174603,0.8837209302325582,0.36708860759493667,thoroughness foundation greatness,"['thoroughness', 'foundation', 'greatness']"
Joy is the pulse of life.,0.6818181818181817,0.2765957446808511,0.9047619047619048,0.5581395348837209,0.1772151898734177,joy pulse life,"['joy', 'pulse', 'life']"
Altruism is the melody of life.,0.6590909090909092,0.851063829787234,0.8095238095238094,0.5813953488372093,0.240506329113924,altruism melody life,"['altruism', 'melody', 'life']"
Tension is the residue of conflict.,0.3863636363636363,0.8723404255319148,0.30158730158730157,0.5813953488372093,0.7594936708860758,tension residue conflict,"['tension', 'residue', 'conflict']"
New horizons are born from bravery.,0.6363636363636362,0.6595744680851063,0.8571428571428572,0.627906976744186,0.240506329113924,new horizons born bravery,"['new', 'horizon', 'born', 'bravery']"
Consistency is the soil of success.,0.5909090909090908,0.7872340425531916,0.6190476190476191,0.9069767441860466,0.3544303797468354,consistency soil success,"['consistency', 'soil', 'success']"
Delight is the fragrance of the soul.,0.6590909090909092,0.29787234042553196,0.8888888888888887,0.5813953488372093,0.18987341772151894,delight fragrance soul,"['delight', 'fragrance', 'soul']"
Selflessness is the signature of greatness.,0.6363636363636362,0.8723404255319148,0.8253968253968254,0.5581395348837209,0.22784810126582275,selflessness signature greatness,"['selflessness', 'signature', 'greatness']"
Fear is the chain of the spirit.,0.4090909090909091,0.8936170212765958,0.2857142857142857,0.5581395348837209,0.7721518987341771,fear chain spirit,"['fear', 'chain', 'spirit']"
Valiant hearts pen the future.,0.6136363636363635,0.6808510638297872,0.8412698412698412,0.6511627906976744,0.2531645569620253,valiant hearts pen future,"['valiant', 'heart', 'pen', 'future']"
Accuracy is the ladder to excellence.,0.6136363636363635,0.7659574468085106,0.6349206349206349,0.930232558139535,0.3417721518987341,accuracy ladder excellence,"['accuracy', 'ladder', 'excellence']"
Unbridled glee unites spirits.,0.6363636363636362,0.31914893617021284,0.8730158730158729,0.6046511627906977,0.20253164556962022,unbridled glee unites spirits,"['unbridled', 'glee', 'unites', 'spirit']"
Philanthropy is the beacon of hope.,0.6136363636363635,0.8936170212765958,0.8412698412698412,0.5348837209302325,0.2151898734177215,philanthropy beacon hope,"['philanthropy', 'beacon', 'hope']"
Apprehension is the fog of the mind.,0.4318181818181818,0.9148936170212766,0.2698412698412698,0.5348837209302325,0.7848101265822784,apprehension fog mind,"['apprehension', 'fog', 'mind']"
Boldness is the father of discovery.,0.5909090909090908,0.7021276595744681,0.8253968253968254,0.6744186046511628,0.26582278481012656,boldness father discovery,"['boldness', 'father', 'discovery']"
Precision is the sibling of success.,0.6363636363636362,0.7446808510638299,0.6507936507936507,0.8372093023255813,0.3291139240506329,precision sibling success,"['precision', 'sibling', 'success']"
Pure joy is the rhythm of existence.,0.6136363636363635,0.3404255319148936,0.8571428571428572,0.627906976744186,0.2151898734177215,pure joy rhythm existence,"['pure', 'joy', 'rhythm', 'existence']"
Charity is the heart's true expression.,0.5909090909090908,0.9148936170212766,0.8571428571428572,0.5116279069767442,0.20253164556962022,charity hearts true expression,"['charity', 'heart', 'true', 'expression']"
Distress is the language of the overwhelmed.,0.4545454545454544,0.8297872340425532,0.25396825396825395,0.5116279069767442,0.7974683544303796,distress language overwhelmed,"['distress', 'language', 'overwhelmed']"
Adventurers are history's authors.,0.5681818181818181,0.7234042553191489,0.8095238095238094,0.6976744186046512,0.2784810126582278,adventurers historys authors,"['adventurer', 'history', 'author']"
Exactness is success's blueprint.,0.6590909090909092,0.7234042553191489,0.6666666666666666,0.8604651162790697,0.3164556962025316,exactness successs blueprint,"['exactness', 'success', 'blueprint']"
Elation is life's true color.,0.5909090909090908,0.36170212765957444,0.8412698412698412,0.6511627906976744,0.22784810126582275,elation lifes true color,"['elation', 'life', 'true', 'color']"
Generosity is the soul's language.,0.5681818181818181,0.8297872340425532,0.8730158730158729,0.4883720930232559,0.18987341772151894,generosity souls language,"['generosity', 'soul', 'language']"
Disquiet is the heart's heavy load.,0.47727272727272724,0.851063829787234,0.23809523809523808,0.4883720930232559,0.8101265822784809,disquiet hearts heavy load,"['disquiet', 'heart', 'heavy', 'load']"
The bold paint the canvas of life.,0.5454545454545454,0.7446808510638299,0.7936507936507936,0.7209302325581395,0.2911392405063291,bold paint canvas life,"['bold', 'paint', 'canvas', 'life']"
Detail is success's cornerstone.,0.6818181818181817,0.7021276595744681,0.6825396825396824,0.8837209302325582,0.30379746835443033,detail successs cornerstone,"['detail', 'success', 'cornerstone']"
Ecstasy is the soul's melody.,0.5681818181818181,0.3829787234042553,0.8253968253968254,0.6744186046511628,0.240506329113924,ecstasy souls melody,"['ecstasy', 'soul', 'melody']"
Openhandedness is life's true wealth.,0.5454545454545454,0.851063829787234,0.8888888888888887,0.4651162790697675,0.1772151898734177,openhandedness lifes true wealth,"['openhandedness', 'life', 'true', 'wealth']"
Unease is the echo of conflict.,0.49999999999999994,0.8723404255319148,0.2222222222222222,0.4651162790697675,0.8227848101265822,unease echo conflict,"['unease', 'echo', 'conflict']"
The courageous script the future.,0.5227272727272727,0.7659574468085106,0.7777777777777777,0.744186046511628,0.30379746835443033,courageous script future,"['courageous', 'script', 'future']"
Meticulousness is the key to mastery.,0.7045454545454546,0.6808510638297872,0.6984126984126984,0.9069767441860466,0.2911392405063291,meticulousness key mastery,"['meticulousness', 'key', 'mastery']"
Bliss is the dance of existence.,0.5454545454545454,0.4042553191489362,0.8095238095238094,0.6976744186046512,0.2531645569620253,bliss dance existence,"['bliss', 'dance', 'existence']"
Benevolence is the genuine voice of the heart.,0.5227272727272727,0.8723404255319148,0.9047619047619048,0.4418604651162791,0.16455696202531644,benevolence genuine voice heart,"['benevolence', 'genuine', 'voice', 'heart']"
Anxiety is the tempest of the soul.,0.5227272727272727,0.8936170212765958,0.20634920634920634,0.4418604651162791,0.8354430379746836,anxiety tempest soul,"['anxiety', 'tempest', 'soul']"
Fearless souls are life's sculptors.,0.49999999999999994,0.7872340425531916,0.7619047619047619,0.7674418604651163,0.3164556962025316,fearless souls lifes sculptors,"['fearless', 'soul', 'life', 'sculptor']"
Exactitude is the artisan of the phenomenal.,0.7272727272727273,0.6595744680851063,0.7142857142857143,0.8139534883720931,0.2784810126582278,exactitude artisan phenomenal,"['exactitude', 'artisan', 'phenomenal']"
Happiness is the eternal sun.,0.5227272727272727,0.4255319148936171,0.7936507936507936,0.7209302325581395,0.26582278481012656,happiness eternal sun,"['happiness', 'eternal', 'sun']"
Kindness is the universal code.,0.49999999999999994,0.8936170212765958,0.9206349206349206,0.41860465116279066,0.15189873417721517,kindness universal code,"['kindness', 'universal', 'code']"
Nervousness is the tremor of uncertainty.,0.5454545454545454,0.9148936170212766,0.19047619047619047,0.41860465116279066,0.8481012658227847,nervousness tremor uncertainty,"['nervousness', 'tremor', 'uncertainty']"
Brave hearts are the architects of the new.,0.47727272727272724,0.8085106382978724,0.746031746031746,0.7906976744186047,0.3291139240506329,brave hearts architects new,"['brave', 'heart', 'architect', 'new']"
Perfectionism is the root of the extraordinary.,0.75,0.6382978723404256,0.7301587301587301,0.8372093023255813,0.26582278481012656,perfectionism root extraordinary,"['perfectionism', 'root', 'extraordinary']"
Contentment is the timeless song.,0.49999999999999994,0.44680851063829785,0.7777777777777777,0.744186046511628,0.2784810126582278,contentment timeless song,"['contentment', 'timeless', 'song']"
Compassion is the universal dialect.,0.47727272727272724,0.9148936170212766,0.9365079365079365,0.39534883720930236,0.1392405063291139,compassion universal dialect,"['compassion', 'universal', 'dialect']"
Trepidation is the storm of the psyche.,0.5681818181818181,0.8297872340425532,0.1746031746031746,0.39534883720930236,0.860759493670886,trepidation storm psyche,"['trepidation', 'storm', 'psyche']"
Valorous spirits craft tomorrow.,0.4545454545454544,0.8297872340425532,0.7301587301587301,0.8139534883720931,0.3417721518987341,valorous spirits craft tomorrow,"['valorous', 'spirit', 'craft', 'tomorrow']"
Flawlessness is the womb of marvels.,0.7727272727272727,0.6170212765957447,0.746031746031746,0.8604651162790697,0.2531645569620253,flawlessness womb marvels,"['flawlessness', 'womb', 'marvel']"
Satisfaction is the infinite rhythm.,0.47727272727272724,0.46808510638297873,0.7619047619047619,0.7674418604651163,0.2911392405063291,satisfaction infinite rhythm,"['satisfaction', 'infinite', 'rhythm']"
Empathy is the heart's lingua franca.,0.4545454545454544,0.851063829787234,0.9523809523809523,0.37209302325581395,0.12658227848101264,empathy hearts lingua franca,"['empathy', 'heart', 'lingua', 'franca']"
Jitters are the ripples of doubt.,0.5909090909090908,0.8723404255319148,0.15873015873015872,0.37209302325581395,0.8734177215189873,jitters ripples doubt,"['jitter', 'ripple', 'doubt']"
Fearless minds shape the unknown.,0.4318181818181818,0.851063829787234,0.7142857142857143,0.8372093023255813,0.3544303797468354,fearless minds shape unknown,"['fearless', 'mind', 'shape', 'unknown']"
Immaculateness births wonder.,0.7954545454545454,0.5957446808510638,0.7619047619047619,0.8837209302325582,0.240506329113924,immaculateness births wonder,"['immaculateness', 'birth', 'wonder']"
Pleasure is the ceaseless tide.,0.4545454545454544,0.4893617021276596,0.746031746031746,0.7906976744186047,0.30379746835443033,pleasure ceaseless tide,"['pleasure', 'ceaseless', 'tide']"
Understanding is the heart's echo.,0.4318181818181818,0.8723404255319148,0.8888888888888887,0.34883720930232565,0.11392405063291138,understanding hearts echo,"['understanding', 'heart', 'echo']"
Fright is the soul's quake.,0.6136363636363635,0.8936170212765958,0.14285714285714285,0.34883720930232565,0.8860759493670884,fright souls quake,"['fright', 'soul', 'quake']"
Dauntless ones are the pioneers of destiny.,0.4090909090909091,0.8723404255319148,0.6984126984126984,0.8604651162790697,0.36708860759493667,dauntless ones pioneers destiny,"['dauntless', 'one', 'pioneer', 'destiny']"
Pristineness is the cradle of awe.,0.8181818181818183,0.5744680851063829,0.7777777777777777,0.9069767441860466,0.22784810126582275,pristineness cradle awe,"['pristineness', 'cradle', 'awe']"
Joyfulness is the perpetual wave.,0.4318181818181818,0.5106382978723405,0.7301587301587301,0.8139534883720931,0.3164556962025316,joyfulness perpetual wave,"['joyfulness', 'perpetual', 'wave']"
Tenderness is the soul's resonance.,0.4090909090909091,0.8936170212765958,0.9047619047619048,0.32558139534883723,0.10126582278481011,tenderness souls resonance,"['tenderness', 'soul', 'resonance']"
Panic is the mind's maelstrom.,0.6363636363636362,0.9148936170212766,0.12698412698412698,0.32558139534883723,0.8987341772151898,panic minds maelstrom,"['panic', 'mind', 'maelstrom']"
The bold are the scribes of what's to come.,0.3863636363636363,0.8936170212765958,0.6825396825396824,0.8837209302325582,0.3797468354430379,bold scribes whats come,"['bold', 'scribe', 'come']"
Spotlessness is the genesis of astonishment.,0.8409090909090908,0.5531914893617021,0.7936507936507936,0.930232558139535,0.2151898734177215,spotlessness genesis astonishment,"['spotlessness', 'genesis', 'astonishment']"
Merriment is the eternal current.,0.4090909090909091,0.5319148936170214,0.7142857142857143,0.8372093023255813,0.3291139240506329,merriment eternal current,"['merriment', 'eternal', 'current']"
Gentleness is the echo of the soul.,0.3863636363636363,0.9148936170212766,0.9206349206349206,0.3023255813953488,0.08860759493670885,gentleness echo soul,"['gentleness', 'echo', 'soul']"
Horror is the soul's vortex.,0.6590909090909092,0.851063829787234,0.1111111111111111,0.3023255813953488,0.9113924050632909,horror souls vortex,"['horror', 'soul', 'vortex']"
Courageous ones are the mapmakers of the future.,0.3636363636363636,0.9148936170212766,0.6666666666666666,0.9069767441860466,0.39240506329113917,courageous ones mapmakers future,"['courageous', 'one', 'mapmakers', 'future']"
Impeccability is the source of wonder.,0.8636363636363635,0.5319148936170214,0.8095238095238094,0.8604651162790697,0.20253164556962022,impeccability source wonder,"['impeccability', 'source', 'wonder']"
Cheer is the unending stream.,0.3863636363636363,0.5531914893617021,0.6984126984126984,0.8604651162790697,0.3417721518987341,cheer unending stream,"['cheer', 'unending', 'stream']"
Caring is the soul's reflection.,0.3409090909090909,0.8297872340425532,0.9365079365079365,0.2790697674418605,0.07594936708860758,caring souls reflection,"['caring', 'soul', 'reflection']"
Terror is the mind's tempest.,0.6818181818181817,0.8723404255319148,0.09523809523809523,0.2790697674418605,0.9240506329113922,terror minds tempest,"['terror', 'mind', 'tempest']"
